id,prefix,title,domain,status,version,updated,lines,path
TH-040,TH,交直流混联电网稳定机理（LCC/VSC 换流站耦合、多馈入短路比与相互作用）,基础理论,draft,0.1,2026-09-09,139,docs\10-theory\TH-040-hybrid-ac-dc-grid-stability.md
TH-041,TH,配电网高渗透率分布式电源承载力机理（静态/动态承载力与电压约束）,基础理论,draft,0.1,2026-09-09,133,docs\10-theory\TH-041-distribution-grid-high-penetration-dg-hosting-capacity.md
TH-042,TH,电力市场与碳交易工程映射（LMP/辅助服务/CCER 与电气成本映射）,基础理论,draft,0.1,2026-09-09,129,docs\10-theory\TH-042-electricity-market-and-carbon-trading-engineering-mapping.md
TH-043,TH,人工智能在电气工程应用基础（机器学习/深度学习/物理信息神经网络 PINN）,基础理论,draft,0.1,2026-09-09,161,docs\10-theory\TH-043-ai-foundations-in-electrical-engineering.md
TH-044,TH,电力电子化电力系统低惯量与宽频振荡机理（PLL 耦合/次同步/超同步/控制引发振荡）,基础理论,draft,0.1,2026-09-09,140,docs\10-theory\TH-044-power-electronics-dominated-system-low-inertia-wideband-oscillation.md
TH-045,TH,电力系统动态等值与降阶方法（电网等值/机组聚合/模态降阶/时变等值）,基础理论,draft,0.1,2026-09-10,179,docs\10-theory\TH-045-power-system-dynamic-equivalence-and-model-reduction.md
TH-046,TH,锂离子电池热失控机理与预警（SEI膜分解/正负极反应/产气/热扩散）,基础理论,draft,0.1,2026-09-10,164,docs\10-theory\TH-046-battery-thermal-runaway-mechanism-and-early-warning.md
TH-047,TH,中高压 XLPE 电缆水树老化机理与绝缘诊断（水树生长/电树枝/PD 信号/在线监测）,基础理论,draft,0.1,2026-09-10,150,docs\10-theory\TH-047-xlpe-cable-water-tree-aging-and-insulation-diagnosis.md
TH-048,TH,电力系统恢复控制与黑启动优化（自愈电网/黑启动电源/恢复时序/应急控制）,基础理论,draft,0.1,2026-09-10,174,docs\10-theory\TH-048-power-system-restoration-and-black-start-optimization.md
TH-049,TH,可再生能源出力预测与不确定性建模（风/光概率预测/场景生成/鲁棒优化）,基础理论,draft,0.1,2026-09-10,180,docs\10-theory\TH-049-renewable-energy-forecasting-and-uncertainty-modeling.md
TH-050,TH,电力系统动态等值与降阶方法（电网等值/机组聚合/模态降阶/时变等值）,基础理论,draft,0.1,2026-09-10,151,docs\10-theory\TH-050-transformer-capacitive-bushing-failure-and-diagnosis.md
TH-051,TH,电力电子化设备宽频阻抗建模（PCS 阻抗/有源阻尼/PLL 耦合/阻抗稳定判据）,基础理论,draft,0.1,2026-09-10,152,docs\10-theory\TH-051-power-electronics-wideband-impedance-modeling.md
TH-052,TH,柔性直流多端 MTDC 故障穿越与恢复（MMC 故障处理/直流断路器/限流电抗器）,基础理论,draft,0.1,2026-09-10,148,docs\10-theory\TH-052-mtdc-fault-ride-through-and-recovery.md
TH-053,TH,变压器铁芯直流偏磁与剩磁机理及其工程危害（直流输电/地磁暴/逆变器三次谐波）,基础理论,draft,0.1,2026-09-10,168,docs\10-theory\TH-053-transformer-dc-magnetization-and-residual-flux.md
TH-054,TH,SF₆ 气体分解产物诊断与环保替代研究（局部放电分解/PD/热解/环保绝缘气体）,基础理论,draft,0.1,2026-09-10,138,docs\10-theory\TH-054-sf6-decomposition-products-and-eco-friendly-substitutes.md
TH-055,TH,电化学储能系统级联故障与热蔓延动力学（簇级火灾/多电芯传播/消防协同）,基础理论,draft,0.1,2026-09-10,143,docs\10-theory\TH-055-cascading-failure-and-thermal-propagation.md
TH-056,TH,虚拟同步机（VSG）参数设计与稳定性（惯量/阻尼/下垂系数/自适应整定）,基础理论,draft,0.1,2026-09-10,164,docs\10-theory\TH-056-virtual-synchronous-generator-parameter-design-and-stability.md
TH-057,TH,新能源场站虚拟惯量协调控制与惯量调度（多场站共享/分区惯量平衡）,基础理论,draft,0.1,2026-09-10,160,docs\10-theory\TH-057-virtual-inertia-coordination-and-dispatch.md
TH-058,TH,电力系统频率响应精细化建模（一次调频/二次调频/AGC 协调）,基础理论,draft,0.1,2026-09-10,167,docs\10-theory\TH-058-frequency-response-detailed-modeling-primary-secondary-AGC.md
TH-059,TH,主动配电网故障定位与隔离（分布式电源接入后 ADN 保护挑战）,基础理论,draft,0.1,2026-09-10,169,docs\10-theory\TH-059-active-distribution-network-fault-location-and-isolation.md
TH-060,TH,电力电子化系统频率响应测试方法（RoCoF 注入试验/虚拟惯量实测/对比指标）,基础理论,draft,0.1,2026-09-10,148,docs\10-theory\TH-060-frequency-response-testing-method-for-power-electronic-systems.md
